axis,context,dataset,gold_answer,metadata,question,sample_id,supporting_facts
knowledge,,triviaqa,Phil REDMOND,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which English producer and screenwriter is responsible for the creation of the fictional school Grange Hill ?,wh_3978,[]
knowledge,,triviaqa,Japan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Yukio Hatoyama was sworn in as the sixtieth prime minister of which country?,bb_8736,[]
knowledge,,triviaqa,SIR THOMAS GRESHAM,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""In economics, whose law states that, """"Bad Money Drives Out Good""""?""",sfq_809,[]
knowledge,,triviaqa,Allan Donald,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which South African fast bowler had the nickname White Lightning,qz_4945,[]
knowledge,,triviaqa,PLUTO,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Clyde Tombaugh discovered which celestial object in our solar system in 1930?,dpql_1607,[]
knowledge,,triviaqa,Christian Dior,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who created the ‘A’ Line in 1955?,dpql_1384,[]
knowledge,,triviaqa,Sir Giles Gilbert Scott,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who designed the red telephone box, which first appeared in London in 1926?",qb_9129,[]
knowledge,,triviaqa,Althorp,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the family home of the Spencer family for over 500 years?,odql_10846,[]
knowledge,,triviaqa,BLUNDERBUSS,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What 17th- and 18th-century weapon was a short flintlock gun with a large bore?,dpql_5135,[]
knowledge,,triviaqa,Velvet Underground,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",With which pop group is Lou Reed associated?,sfq_16531,[]
knowledge,,triviaqa,The Priesthood,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The word sacerdotal means relating to what?,dpql_2667,[]
knowledge,,triviaqa,Kyoto Protocol,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What is the climate change agreement aimed at stabilizing greenhouse gas levels in the atmosphere, named after the Japanese city in which participating nations agreed its framework in 1997?",bb_1886,[]
knowledge,,triviaqa,Hartlepool United,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",H'Angus the Monkey is the mascot of which English football club?,sfq_24848,[]
knowledge,,triviaqa,Solidus,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,qw_6697,[]
knowledge,,triviaqa,Hernando Cortes,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which Spaniard, from 1518, overcame Montezuma, captured Mexico City and became Governor-General of much of Mexico?",qw_11743,[]
knowledge,,triviaqa,A capella,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What kind of singing, from the Italian for Manner of the Church, features singers without any musical accompaniment?",qg_3670,[]
knowledge,,triviaqa,Wales,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Gwyl San Steffan is the name for 26th December (St Stephen's Day or Boxing Day) in which country?,bb_8442,[]
knowledge,,triviaqa,Asgard,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the home of the Norse gods?,sfq_1538,[]
knowledge,,triviaqa,1990,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Name the year in which Driving Miss Daisy won the Best Picture Oscar, Mikhail Gorbachev is elected as the first executive President of the Soviet Union and Iraq invaded Kuwait?",sfq_22152,[]
knowledge,,triviaqa,Driver,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which golf club is designed to hit the ball the furthest distance?,qw_9600,[]
knowledge,,triviaqa,(Klaus) Barbie,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which world war 2 German SS captain and Gestapo member was known as ‘The Butcher of Lyon”?,odql_12874,[]
knowledge,,triviaqa,3,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Star Trek: TOS was cancelled in 1969 after how many years on the air?,qg_848,[]
knowledge,,triviaqa,Lake Placid,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Precisely where were the Winter Olympics of 1932 and 1980 both held?,sfq_14892,[]
knowledge,,triviaqa,Ethiopia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Starting 30 years of conflict, the Eritrean War of Independence broke out on Sept 1, 1961, as Eritrean separatists fought for independence from what country?",qg_2955,[]
knowledge,,triviaqa,Ewan McGregor,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The male lead roll was played by whom in the 2001 film Moulin Rouge?,qf_2121,[]
knowledge,,triviaqa,JOSEPH SMITH,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the founder of the 'Mormon Church'?,odql_3223,[]
knowledge,,triviaqa,EURYTHMICS,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which duo had a hit album entitled Sweet Dreams (Are Made of This)?,sfq_15417,[]
knowledge,,triviaqa,Three,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In Greek mythology, how many heads does Cerberus, the dog who guards the entrance to Hades, usually have?",qb_8228,[]
knowledge,,triviaqa,Venezuela,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which South American country does Angostura Bitters originally come from?,qb_3073,[]
knowledge,,triviaqa,COMET,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which was the first commercial jet airliner to go into service in the UK?,wh_752,[]
knowledge,,triviaqa,PHOTOGRAPHY,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which field of the arts has American born Annie Leibovitz achieved fame?,sfq_6987,[]
knowledge,,triviaqa,BLENHEIM PALACE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 18th century stately home is situated one mile south of Woodstock in Oxfordshire?,wh_1193,[]
knowledge,,triviaqa,Bathsheba,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In the Bible who was the mother of King Solomon?,sfq_2305,[]
knowledge,,triviaqa,Trombone,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Glenn Miller played which musical instrument?,sfq_559,[]
knowledge,,triviaqa,Erie Canal,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","On July 4,1817, construction began on what canal, linking the Great Lakes to the Hudson River, and ultimately, the Atlantic ocean?",qg_2134,[]
knowledge,,triviaqa,BELLAMY,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the family in the 1960s TV series `Upstairs Downstairs'?,sfq_7430,[]
knowledge,,triviaqa,'TURANDOT',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Franco Alfano completed which Puccini opera after the composers death in 1924?,odql_6097,[]
knowledge,,triviaqa,Night Court,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Nostradamus “Bull” Shannon, who also wrote a children’s book entitled Puff the Flesh Eating Dragon, was a bailiff on what long running NBC comedy?",qg_2050,[]
knowledge,,triviaqa,EIGHTEEN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Over how many complete furlongs is the Chester Cup now run?,wh_122,[]
knowledge,,triviaqa,American Civil War,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Quantrill's Raiders, a loosely organised force of Partisan rangers under the leadership of William Clarke Quantril, fought in which war?",qw_5351,[]
knowledge,,triviaqa,Silent Spring,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 1962 ecological classic was written by Rachel Carson?,dpql_4234,[]
knowledge,,triviaqa,303,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which year did St George die?,qz_1291,[]
knowledge,,triviaqa,Earl of Derby,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Edward Stanley served three terms as Prime Minister in the 19th century, he was known by what title?",sfq_7904,[]
knowledge,,triviaqa,Alain Poher,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who has been President of France twice, but never been elected to the position?",qw_3664,[]
knowledge,,triviaqa,Portugal,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Estoril Grand Prix circuit is in which European country?,bb_8828,[]
knowledge,,triviaqa,Eucalyptus,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Blue Gum and Ironbark are species of which genus of Australian tree?,sfq_19282,[]
knowledge,,triviaqa,Calcium,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Rickets is caused by a lack of what essential element?,qg_581,[]
knowledge,,triviaqa,John Paul Jones,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which Scotsman was given a ship by Americans to harass English shipping near Great Britain, and later became an admiral in the Russian Navy of Catherine The Great?",qw_879,[]
knowledge,,triviaqa,Montreal,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","London's city bike rental scheme, which launched in 2010, is based on the Bixi project which introduced bike rental to which city?",bb_362,[]
knowledge,,triviaqa,PALLADIUM,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","As well as gold, silver and platinum, objects made of what other material have to be hallmarked by an Assay Office?",sfq_25100,[]
knowledge,,triviaqa,FELIX,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?",odql_4941,[]
knowledge,,triviaqa,ART NOUVEAU,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?,odql_4632,[]
knowledge,,triviaqa,CRETE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","On which island is the city of Knossos, once the capital of the ancient Minoan civilisation?",sfq_19,[]
knowledge,,triviaqa,Maggie Smith,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Dame Judi Dench and which other actress played the Widdington sisters in the 2004 film Ladies in Lavender?,odql_12890,[]
knowledge,,triviaqa,Laurie Lee,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who wrote the novel Cider With Rosie?,qf_2590,[]
knowledge,,triviaqa,CONCORDE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Russia's TU-144 plane was the broad equivalent of which western airliner?,wh_2456,[]
knowledge,,triviaqa,George Bush,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the director of the CIA from 1976-81?,tc_245,[]
knowledge,,triviaqa,Vermont,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which US state is the Green Mountains Range?,dpql_3790,[]
knowledge,,triviaqa,Cock,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Chi is the Chinese year of what?,qf_96,[]
knowledge,,triviaqa,PUCK,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which mischievous fairy, also called Robin Goodfellow, appears in Shakespeare's 'A Midsummer Night's Dream'?",sfq_11522,[]
knowledge,,triviaqa,Jeremy Bates,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who partnered Jo Durie when she won the Wimbledon mixed doubles title in 1987?,sfq_9525,[]
knowledge,,triviaqa,Joan Crawford,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Born 'Lucille LeSueur' , By what name is this actress better known?",qf_1348,[]
knowledge,,triviaqa,Disney's 'Beauty and the Beast',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the first animated film to be nominated for an Oscar for best picture?,qf_1594,[]
knowledge,,triviaqa,Uranus,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The moons of which planet are named after Shakespearian characters?,bb_1551,[]
knowledge,,triviaqa,Joe Louis,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the only boxer to win more heavyweight title fights than Mohammed Ali?,qf_1463,[]
knowledge,,triviaqa,EDWARD DE BONO,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the Maltese physician and psychologist who coined the term “Lateral Thinking” in the 1960s?,sfq_25255,[]
knowledge,,triviaqa,Bonnie and Clyde,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,sfq_25458,[]
knowledge,,triviaqa,Candelabrum,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",According to Latin grammatical rules what is the singular of candelabra?,bb_3108,[]
knowledge,,triviaqa,Architect,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Art Garfunkel trained for which profession although he didn't qualify?,tc_515,[]
knowledge,,triviaqa,Gwyneth Paltrow,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who played Brad Pitt’s wife Theresa Mills in the film ‘Seven’?,qb_5371,[]
knowledge,,triviaqa,New York,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which city was John Lennon murdered?,tc_2295,[]
knowledge,,triviaqa,Worshipful Company of MERCERS,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which of the London Livery Companies is first in order of preference?,odql_11103,[]
knowledge,,triviaqa,King Henry IV of England,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","On 30 September 1399, Henry Bolingbroke, Duke of Lancaster, became better known as whom?",qw_15968,[]
